day,month,year,longitude,latitude,rainfall,temperature,datetime
1,2,2006,30.5,-22.97,1.4369638411153574,23.175049082438175,2006-02-01
1,2,2006,31.59,-24.99,1.4823836927462253,25.195970153808606,2006-02-01
1,2,2007,29.9,-22.27,0.17344243292427564,28.418909962972023,2007-02-01
1,2,2007,30.5,-22.97,0.3118904312771065,25.24463551839194,2007-02-01
1,2,2007,31.59,-24.99,0.0,28.48253911336265,2007-02-01
1,2,2008,29.9,-22.27,0.0,27.23884099324546,2008-02-01
1,2,2008,30.5,-22.97,0.27806282872688826,23.00257008870445,2008-02-01
1,2,2008,31.59,-24.99,0.19856279402219457,26.075969950358097,2008-02-01
1,2,2009,29.9,-22.27,1.9120856574943446,25.826800282796242,2009-02-01
1,2,2009,30.5,-22.97,2.282012591500404,23.443678792317726,2009-02-01
1,2,2009,31.59,-24.99,1.4606209436145434,25.80348103841148,2009-02-01
1,2,2010,29.9,-22.27,0.018613547581480816,28.553643798828144,2010-02-01
1,2,2010,30.5,-22.97,0.0004647393474499495,26.83173650105796,2010-02-01
1,2,2010,31.59,-24.99,1.9009134220162593,28.087058003743508,2010-02-01
1,2,2011,29.9,-22.27,0.9976771184483368,25.47558237711591,2011-02-01
1,2,2011,30.5,-22.97,2.0125401620134653,22.373546854654965,2011-02-01
1,2,2011,31.59,-24.99,0.6033916231444891,25.100715891520206,2011-02-01
1,2,2012,29.9,-22.27,0.0,25.503382619222027,2012-02-01
1,2,2012,30.5,-22.97,0.07697776527493261,21.73763809204104,2012-02-01
1,2,2012,31.59,-24.99,0.0,25.209980265299496,2012-02-01
1,2,2013,29.9,-22.27,2.036786451299122,25.214995320638042,2013-02-01
1,2,2013,30.5,-22.97,7.629584967702225,22.366441345214863,2013-02-01
1,2,2013,31.59,-24.99,1.838926080949932,24.25829594930015,2013-02-01
1,2,2014,29.9,-22.27,1.9664202172293699,25.06555455525717,2014-02-01
1,2,2014,30.5,-22.97,9.989338348532282,22.706140136718773,2014-02-01
1,2,2014,31.59,-24.99,0.004258687866354194,25.903028106689476,2014-02-01
1,2,2015,29.9,-22.27,5.041112588514714,28.021020507812523,2015-02-01
1,2,2015,30.5,-22.97,11.70622022128839,24.55683797200523,2015-02-01
1,2,2015,31.59,-24.99,7.729876246230502,25.743218994140637,2015-02-01
1,2,2016,29.9,-22.27,0.024262173837996663,27.405184682210304,2016-02-01
1,2,2016,30.5,-22.97,0.504111219186143,23.78846638997398,2016-02-01
1,2,2016,31.59,-24.99,0.4314471032103029,27.398992156982434,2016-02-01
1,2,2017,29.9,-22.27,0.23212540935446668,25.08883183797202,2017-02-01
1,2,2017,30.5,-22.97,0.16554452622585814,22.45815811157229,2017-02-01
1,2,2017,31.59,-24.99,0.0,24.31278762817385,2017-02-01
1,2,2018,29.9,-22.27,1.581363024968141,26.998629506429054,2018-02-01
1,2,2018,30.5,-22.97,2.679388260730775,23.048251088460304,2018-02-01
1,2,2018,31.59,-24.99,1.600860882717825,25.697991943359394,2018-02-01
1,2,2019,29.9,-22.27,0.1452443242442314,29.325912729899112,2019-02-01
1,2,2019,30.5,-22.97,0.6509874207836219,25.309795633951836,2019-02-01
1,2,2019,31.59,-24.99,0.7512065827555148,26.834652201334652,2019-02-01
1,2,2020,29.9,-22.27,0.0,29.901823933919292,2020-02-01
1,2,2020,30.5,-22.97,0.0017605972288947669,26.684387461344418,2020-02-01
1,2,2020,31.59,-24.99,0.0,26.787639872233097,2020-02-01
1,3,2001,29.9,-22.27,41.83814292627973,18.12286148071291,2001-03-01
1,3,2001,30.5,-22.97,25.32042504753825,16.425168609619156,2001-03-01
1,3,2001,31.59,-24.99,3.260104078179893,21.7846504211426,2001-03-01
1,3,2002,29.9,-22.27,0.0,28.910703277587913,2002-03-01
1,3,2002,30.5,-22.97,0.00041532007344358135,24.657613372802754,2002-03-01
1,3,2002,31.59,-24.99,0.0003112045021680388,27.19106318155927,2002-03-01
1,3,2003,29.9,-22.27,0.04940210251902499,28.95601043701174,2003-03-01
1,3,2003,30.5,-22.97,0.045004896207956335,24.959757741292332,2003-03-01
1,3,2003,31.59,-24.99,0.0133548781633408,26.19227752685549,2003-03-01
1,3,2004,29.9,-22.27,1.2197210562590044,25.1272903442383,2004-03-01
1,3,2004,30.5,-22.97,8.890337123375314,22.185779825846378,2004-03-01
1,3,2004,31.59,-24.99,1.7026705769040973,23.74462407430015,2004-03-01
1,3,2005,29.9,-22.27,0.19190900735566174,28.0962959289551,2005-03-01
1,3,2005,30.5,-22.97,0.6459416820234765,24.80182927449546,2005-03-01
1,3,2005,31.59,-24.99,0.4927184200163026,27.174492136637387,2005-03-01
1,3,2006,29.9,-22.27,6.500758381775883,25.557113901774112,2006-03-01
1,3,2006,30.5,-22.97,19.307470055991526,22.96198298136395,2006-03-01
1,3,2006,31.59,-24.99,6.314376676328948,24.31535746256512,2006-03-01
1,3,2007,29.9,-22.27,0.00969511199855333,26.668238576253273,2007-03-01
1,3,2007,30.5,-22.97,0.10693783062265538,23.664523061116558,2007-03-01
1,3,2007,31.59,-24.99,0.014571145751318682,25.467701212565128,2007-03-01
1,3,2008,29.9,-22.27,0.2932998411893095,26.804930623372417,2008-03-01
1,3,2008,30.5,-22.97,3.265962760394814,23.13174209594729,2008-03-01
1,3,2008,31.59,-24.99,1.7374135054524231,26.971318817138695,2008-03-01
1,3,2009,29.9,-22.27,2.7047287399000197,25.237050628662132,2009-03-01
1,3,2009,30.5,-22.97,23.159026093707944,21.23865280151369,2009-03-01
1,3,2009,31.59,-24.99,26.672051360946362,21.769530232747414,2009-03-01
1,3,2010,29.9,-22.27,0.0,23.777471160888695,2010-03-01
1,3,2010,30.5,-22.97,0.14619543043181693,21.083500162760433,2010-03-01
1,3,2010,31.59,-24.99,0.0763778909629309,23.96897659301759,2010-03-01
1,3,2011,29.9,-22.27,0.0,25.54838205973309,2011-03-01
1,3,2011,30.5,-22.97,0.00035494994676810165,21.347861226399758,2011-03-01
1,3,2011,31.59,-24.99,0.0021957475695444373,24.440076446533222,2011-03-01
1,3,2012,29.9,-22.27,1.225546745615702,25.84319839477541,2012-03-01
1,3,2012,30.5,-22.97,2.3711053973727303,22.508968607584652,2012-03-01
1,3,2012,31.59,-24.99,1.4984058148819202,25.701835886637394,2012-03-01
1,3,2013,29.9,-22.27,2.172994186626198,25.7072463989258,2013-03-01
1,3,2013,30.5,-22.97,9.457521413736204,21.98740158081057,2013-03-01
1,3,2013,31.59,-24.99,3.0671978648229015,23.668294525146507,2013-03-01
1,3,2014,29.9,-22.27,0.059480846573478616,28.059964752197285,2014-03-01
1,3,2014,30.5,-22.97,0.2674625644090156,24.705430603027363,2014-03-01
1,3,2014,31.59,-24.99,0.8895989773378687,29.41199137369794,2014-03-01
1,3,2015,29.9,-22.27,0.313781725537865,27.054428354899105,2015-03-01
1,3,2015,30.5,-22.97,2.833984841799931,23.373981730143246,2015-03-01
1,3,2015,31.59,-24.99,0.4677676646025475,26.01353861490887,2015-03-01
1,3,2016,29.9,-22.27,0.0,26.314636484781925,2016-03-01
1,3,2016,30.5,-22.97,0.0,24.165310160319034,2016-03-01
1,3,2016,31.59,-24.99,0.0,26.51121164957684,2016-03-01
1,3,2017,29.9,-22.27,0.055802063684495806,24.302537536621116,2017-03-01
1,3,2017,30.5,-22.97,0.056605138439635994,22.4165117899577,2017-03-01
1,3,2017,31.59,-24.99,0.0,24.136451975504567,2017-03-01
1,3,2018,29.9,-22.27,0.2029602419497678,24.565082804361996,2018-03-01
1,3,2018,30.5,-22.97,0.8086723221936154,22.29507344563804,2018-03-01
1,3,2018,31.59,-24.99,0.37979883722982777,24.46796442667645,2018-03-01
1,3,2019,29.9,-22.27,0.12936138629981997,29.315867360432964,2019-03-01
1,3,2019,30.5,-22.97,1.7627733986387284,25.973814900716164,2019-03-01
1,3,2019,31.59,-24.99,1.9632370045883363,25.97571716308596,2019-03-01
1,3,2020,29.9,-22.27,0.0037492769990876695,21.932099914550804,2020-03-01
1,3,2020,30.5,-22.97,0.608925360666035,18.737362162272156,2020-03-01
1,3,2020,31.59,-24.99,0.18630238810146693,21.372329966227237,2020-03-01
1,4,2001,29.9,-22.27,0.6775585439129372,26.479590352376324,2001-04-01
1,4,2001,30.5,-22.97,1.7480337817801228,23.18077367146812,2001-04-01
1,4,2001,31.59,-24.99,1.1569636308337294,25.67637023925783,2001-04-01
1,4,2002,29.9,-22.27,0.0,24.020885721842472,2002-04-01
1,4,2002,30.5,-22.97,0.004730346745418501,20.13099314371746,2002-04-01
1,4,2002,31.59,-24.99,0.042479216432411704,23.176858520507835,2002-04-01
1,4,2003,29.9,-22.27,0.5385432353932629,24.84793752034507,2003-04-01
1,4,2003,30.5,-22.97,1.6489655101281642,21.89841232299806,2003-04-01
1,4,2003,31.59,-24.99,1.339911400535243,25.235255177815773,2003-04-01
1,4,2004,29.9,-22.27,0.38306298546331163,22.72879435221356,2004-04-01
1,4,2004,30.5,-22.97,5.068198392791601,19.47937037150067,2004-04-01
1,4,2004,31.59,-24.99,0.167245343700273,21.616670227050804,2004-04-01
1,4,2005,29.9,-22.27,0.0,27.008217112223324,2005-04-01
1,4,2005,30.5,-22.97,0.1118783499549636,24.09938201904299,2005-04-01
1,4,2005,31.59,-24.99,0.005967022017827617,27.570528920491554,2005-04-01
1,4,2006,29.9,-22.27,0.0,24.730772908528664,2006-04-01
1,4,2006,30.5,-22.97,0.015618699734432084,21.955420430501317,2006-04-01
1,4,2006,31.59,-24.99,0.0887911733400415,22.53476994832359,2006-04-01
1,4,2007,29.9,-22.27,0.5420984504667103,22.083147939046242,2007-04-01
1,4,2007,30.5,-22.97,2.8918978225078718,20.12671813964846,2007-04-01
1,4,2007,31.59,-24.99,1.1924941045151627,22.887574768066425,2007-04-01
1,4,2008,29.9,-22.27,0.11196466599727728,23.54781366984052,2008-04-01
1,4,2008,30.5,-22.97,0.9181714869441748,19.906617736816425,2008-04-01
1,4,2008,31.59,-24.99,1.8221401106757185,22.30236968994143,2008-04-01
1,4,2009,29.9,-22.27,0.07880994624542836,24.082961018880226,2009-04-01
1,4,2009,30.5,-22.97,2.1374891823597864,21.026063537597675,2009-04-01
1,4,2009,31.59,-24.99,0.10431101212304839,25.07322336832684,2009-04-01
1,4,2010,29.9,-22.27,0.5531231691477956,26.888378397623715,2010-04-01
1,4,2010,30.5,-22.97,2.8016640004864257,22.901286061604836,2010-04-01
1,4,2010,31.59,-24.99,2.25351304789001,26.120136515299503,2010-04-01
1,4,2011,29.9,-22.27,0.006821411261626054,25.992673492431663,2011-04-01
1,4,2011,30.5,-22.97,0.011205198717334497,22.866242980957054,2011-04-01
1,4,2011,31.59,-24.99,0.0,26.173816935221378,2011-04-01
1,4,2012,29.9,-22.27,0.9595721830351067,21.365555063883487,2012-04-01
1,4,2012,30.5,-22.97,2.861149749321612,18.42189814249676,2012-04-01
1,4,2012,31.59,-24.99,0.04420433579355176,20.67756169637046,2012-04-01
1,4,2013,29.9,-22.27,0.45001464144434067,24.103851572672543,2013-04-01
1,4,2013,30.5,-22.97,0.7249974755723088,20.640794372558613,2013-04-01
1,4,2013,31.59,-24.99,0.014289430907865608,23.62650833129885,2013-04-01
1,4,2014,29.9,-22.27,0.012565704054168236,24.9248494466146,2014-04-01
1,4,2014,30.5,-22.97,0.41886326413909103,21.661904907226585,2014-04-01
1,4,2014,31.59,-24.99,0.2828264908316669,23.995047505696633,2014-04-01
1,4,2015,29.9,-22.27,0.09042504808576268,22.992262776692726,2015-04-01
1,4,2015,30.5,-22.97,0.33085329889104287,21.219667053222675,2015-04-01
1,4,2015,31.59,-24.99,0.12132023195476904,24.712065633138042,2015-04-01
1,4,2016,29.9,-22.27,0.0,26.407159423828144,2016-04-01
1,4,2016,30.5,-22.97,0.0,23.955096181233742,2016-04-01
1,4,2016,31.59,-24.99,0.0,28.120591735839866,2016-04-01
1,4,2017,29.9,-22.27,0.0,26.25559641520184,2017-04-01
1,4,2017,30.5,-22.97,0.0,22.757110850016293,2017-04-01
1,4,2017,31.59,-24.99,0.0,24.7824162801107,2017-04-01
1,4,2018,29.9,-22.27,0.0001957397444130038,25.580866750081398,2018-04-01
1,4,2018,30.5,-22.97,1.0398376348348393,21.85764083862307,2018-04-01
1,4,2018,31.59,-24.99,3.104790251427403,24.15573781331382,2018-04-01
1,4,2019,29.9,-22.27,0.0,27.77332077026369,2019-04-01
1,4,2019,30.5,-22.97,0.00468784219265217,24.72571080525718,2019-04-01
1,4,2019,31.59,-24.99,0.8046174905302905,26.500727589925148,2019-04-01
1,4,2020,29.9,-22.27,0.010314780638509546,26.229451751709007,2020-04-01
1,4,2020,30.5,-22.97,2.3768655905768523,23.432080841064476,2020-04-01
1,4,2020,31.59,-24.99,0.3179713894780889,23.851345316569034,2020-04-01
1,5,2001,29.9,-22.27,0.40172398627191797,22.29626235961916,2001-05-01
1,5,2001,30.5,-22.97,2.542810890702185,18.953507995605484,2001-05-01
1,5,2001,31.59,-24.99,6.472826727986103,19.29634119669598,2001-05-01
1,5,2002,29.9,-22.27,0.08224346080965006,21.574295298258477,2002-05-01
1,5,2002,30.5,-22.97,0.41797134190346696,19.00181096394859,2002-05-01
1,5,2002,31.59,-24.99,0.018115780214600363,22.163574473063175,2002-05-01
1,5,2003,29.9,-22.27,0.0,23.33550033569338,2003-05-01
1,5,2003,30.5,-22.97,0.0,21.127275085449234,2003-05-01
1,5,2003,31.59,-24.99,0.001059838989903028,23.903082784016945,2003-05-01
1,5,2004,29.9,-22.27,0.0,19.891581471761082,2004-05-01
1,5,2004,30.5,-22.97,0.0016544521486139274,17.74427693684898,2004-05-01
1,5,2004,31.59,-24.99,0.004228287096452732,21.204033152262387,2004-05-01
1,5,2005,29.9,-22.27,0.0013701782748398728,19.8344067891439,2005-05-01
1,5,2005,30.5,-22.97,0.045534837411764784,17.367391204834004,2005-05-01
1,5,2005,31.59,-24.99,0.002269348211569877,20.798554992675797,2005-05-01
1,5,2006,29.9,-22.27,1.003969949039174,20.096012369791687,2006-05-01
1,5,2006,30.5,-22.97,9.780535780009814,16.666739400227886,2006-05-01
1,5,2006,31.59,-24.99,0.8926152601134163,18.330016072591167,2006-05-01
1,5,2007,29.9,-22.27,0.0,19.288542683919285,2007-05-01
1,5,2007,30.5,-22.97,0.0,16.290704345703144,2007-05-01
1,5,2007,31.59,-24.99,0.0020481686533457832,19.016996002197285,2007-05-01
1,5,2008,29.9,-22.27,0.0,23.18384831746421,2008-05-01
1,5,2008,30.5,-22.97,0.6650978589277656,20.227410888671898,2008-05-01
1,5,2008,31.59,-24.99,4.052765999858815,21.201103464762394,2008-05-01
1,5,2009,29.9,-22.27,0.0,24.315857187906918,2009-05-01
1,5,2009,30.5,-22.97,0.0,22.036012268066425,2009-05-01
1,5,2009,31.59,-24.99,0.0,25.219035085042336,2009-05-01
1,5,2010,29.9,-22.27,0.001239075345438323,22.368929799397808,2010-05-01
1,5,2010,30.5,-22.97,0.040371518707615905,20.498642222086612,2010-05-01
1,5,2010,31.59,-24.99,0.14987175916303386,22.276245371500668,2010-05-01
1,5,2011,29.9,-22.27,0.2715674776254673,20.52241923014325,2011-05-01
1,5,2011,30.5,-22.97,2.5648038420627017,17.269818878173847,2011-05-01
1,5,2011,31.59,-24.99,0.045269979370488045,20.17498677571616,2011-05-01
1,5,2012,29.9,-22.27,0.0,24.500636037190773,2012-05-01
1,5,2012,30.5,-22.97,0.0,22.283223724365254,2012-05-01
1,5,2012,31.59,-24.99,0.0,27.576305643717472,2012-05-01
1,5,2013,29.9,-22.27,0.04229382193443598,19.64533894856773,2013-05-01
1,5,2013,30.5,-22.97,0.6577343499429844,17.44783681233726,2013-05-01
1,5,2013,31.59,-24.99,0.1030542051125849,20.273177083333355,2013-05-01
1,5,2014,29.9,-22.27,0.0,21.01513315836591,2014-05-01
1,5,2014,30.5,-22.97,0.0,18.627626037597675,2014-05-01
1,5,2014,31.59,-24.99,0.001134466401708778,22.44851074218752,2014-05-01
1,5,2015,29.9,-22.27,0.07365653232227487,23.017291005452492,2015-05-01
1,5,2015,30.5,-22.97,0.08948408230935456,20.368627166748066,2015-05-01
1,5,2015,31.59,-24.99,0.0,22.10203959147137,2015-05-01
1,5,2016,29.9,-22.27,0.01469123348130097,18.237715657552105,2016-05-01
1,5,2016,30.5,-22.97,0.01128332786493047,15.588301595052103,2016-05-01
1,5,2016,31.59,-24.99,0.00034646905078261625,18.14857126871746,2016-05-01
1,5,2017,29.9,-22.27,0.49375198438639245,20.757525380452496,2017-05-01
1,5,2017,30.5,-22.97,4.421836154506309,17.959071095784527,2017-05-01
1,5,2017,31.59,-24.99,1.710915053934059,19.936922963460304,2017-05-01
1,5,2018,29.9,-22.27,0.3902467492480355,21.809218343098976,2018-05-01
1,5,2018,30.5,-22.97,3.2292701461074103,18.833203887939472,2018-05-01
1,5,2018,31.59,-24.99,1.5965805368267638,21.79996261596682,2018-05-01
1,5,2019,29.9,-22.27,0.0,22.219692484537777,2019-05-01
1,5,2019,30.5,-22.97,0.0,19.97244669596356,2019-05-01
1,5,2019,31.59,-24.99,0.0,23.211357371012387,2019-05-01
1,5,2020,29.9,-22.27,0.0,21.487133280436222,2020-05-01
1,5,2020,30.5,-22.97,0.0,19.376320139567078,2020-05-01
1,5,2020,31.59,-24.99,0.0,21.552908833821636,2020-05-01
1,6,2001,29.9,-22.27,0.0,17.689249928792336,2001-06-01
1,6,2001,30.5,-22.97,0.0,16.037647501627625,2001-06-01
1,6,2001,31.59,-24.99,0.0,20.714231109619153,2001-06-01
1,6,2002,29.9,-22.27,9.13711532473343,16.6845413208008,2002-06-01
1,6,2002,30.5,-22.97,13.506062144471926,14.28895339965822,2002-06-01
1,6,2002,31.59,-24.99,0.8123084033968553,17.14014205932619,2002-06-01
1,6,2003,29.9,-22.27,0.0,17.687824503580753,2003-06-01
1,6,2003,30.5,-22.97,0.0,16.04158299763999,2003-06-01
1,6,2003,31.59,-24.99,0.0,18.855133310953793,2003-06-01
1,6,2004,29.9,-22.27,0.0,15.539079284667986,2004-06-01
1,6,2004,30.5,-22.97,0.0,13.160423533121767,2004-06-01
1,6,2004,31.59,-24.99,0.00020094149988381105,16.20890324910484,2004-06-01
1,6,2005,29.9,-22.27,0.0,21.491916910807316,2005-06-01
1,6,2005,30.5,-22.97,0.0,19.589945729573586,2005-06-01
1,6,2005,31.59,-24.99,0.0,23.267358398437523,2005-06-01
1,6,2006,29.9,-22.27,0.0,15.992850240071634,2006-06-01
1,6,2006,30.5,-22.97,0.0,14.361685689290383,2006-06-01
1,6,2006,31.59,-24.99,0.0,16.14282124837241,2006-06-01
1,6,2007,29.9,-22.27,0.0,18.92850519816083,2007-06-01
1,6,2007,30.5,-22.97,0.3248851421631116,16.238539632161476,2007-06-01
1,6,2007,31.59,-24.99,2.4997584609991463,18.508841451009136,2007-06-01
1,6,2008,29.9,-22.27,0.0,19.550119018554707,2008-06-01
1,6,2008,30.5,-22.97,0.0007883911052886106,17.43660761515301,2008-06-01
1,6,2008,31.59,-24.99,0.0788365234285493,20.076435343424503,2008-06-01
1,6,2009,29.9,-22.27,0.0,19.492078399658222,2009-06-01
1,6,2009,30.5,-22.97,0.0,18.080199178059917,2009-06-01
1,6,2009,31.59,-24.99,0.0,19.479536946614605,2009-06-01
1,6,2010,29.9,-22.27,0.010718246528540476,16.012027994791683,2010-06-01
1,6,2010,30.5,-22.97,0.00095367431640625,14.413162485758482,2010-06-01
1,6,2010,31.59,-24.99,0.0,17.462864176432316,2010-06-01
1,6,2011,29.9,-22.27,0.0,16.34868774414064,2011-06-01
1,6,2011,30.5,-22.97,0.005835445421098484,14.325800832112648,2011-06-01
1,6,2011,31.59,-24.99,0.0,16.69896977742515,2011-06-01
1,6,2012,29.9,-22.27,0.001094085689601343,17.343850708007835,2012-06-01
1,6,2012,30.5,-22.97,0.008606080536210925,15.712538655598982,2012-06-01
1,6,2012,31.59,-24.99,0.0016194703960081824,18.48315455118817,2012-06-01
1,6,2013,29.9,-22.27,0.0009603981823147478,20.25514882405601,2013-06-01
1,6,2013,30.5,-22.97,0.052058061555726454,17.54050598144533,2013-06-01
1,6,2013,31.59,-24.99,0.03706862165131497,20.77789840698244,2013-06-01
1,6,2014,29.9,-22.27,0.0,18.592432912190773,2014-06-01
1,6,2014,30.5,-22.97,0.0,18.590595499674496,2014-06-01
1,6,2014,31.59,-24.99,0.0,22.737064615885433,2014-06-01
1,6,2015,29.9,-22.27,0.0,19.6865427652995,2015-06-01
1,6,2015,30.5,-22.97,0.0,17.768582916259785,2015-06-01
1,6,2015,31.59,-24.99,0.0008586150670453208,19.87637227376304,2015-06-01
1,6,2016,29.9,-22.27,0.0,18.374197896321636,2016-06-01
1,6,2016,30.5,-22.97,0.0,16.666057840983093,2016-06-01
1,6,2016,31.59,-24.99,0.0012295256510697072,19.890810902913433,2016-06-01
1,6,2017,29.9,-22.27,0.0,17.716278330485046,2017-06-01
1,6,2017,30.5,-22.97,0.0,16.792693074544292,2017-06-01
1,6,2017,31.59,-24.99,0.0,19.27998250325523,2017-06-01
1,6,2018,29.9,-22.27,0.0,21.656458791097027,2018-06-01
1,6,2018,30.5,-22.97,0.0,20.197977956136082,2018-06-01
1,6,2018,31.59,-24.99,0.0,22.564046478271496,2018-06-01
1,6,2019,29.9,-22.27,0.0003224287752345845,17.136904652913433,2019-06-01
1,6,2019,30.5,-22.97,0.04007102506875526,15.57492599487307,2019-06-01
